Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2021-07-06,281.90020751953125,285.9354056988998,279.72805728654873,285.05242568606803,3109500
2021-07-07,285.62628173828125,286.4562848081622,281.00828822789276,281.220194732066,2939900
2021-07-08,281.264404296875,282.84491880073625,277.9620413891158,281.73238253175344,3663000
2021-07-09,284.39898681640625,285.4762233497594,282.7124920090678,283.0303787785594,2587400
2021-07-12,284.0899353027344,286.0854784356606,283.02153720295325,283.49835387867336,2521800
2021-07-13,279.94873046875,285.4585426588348,279.7544738379072,284.7080044511965,3213800
2021-07-14,281.8648681640625,282.60656810808996,280.79646994132884,281.44986649874124,3381600
2021-07-15,284.9465026855469,285.1672477122198,280.2225537254623,280.24023057330135,2603900
2021-07-16,283.91339111328125,288.09870760740966,283.78976098145625,286.0855143251998,3623700
2021-07-19,281.5558166503906,281.67060835707144,278.0592235399183,280.7787899710834,3752600
2021-07-20,287.2775573730469,287.96628071672825,281.02604368755885,281.22913879461805,4251700
2021-07-21,288.1694030761719,290.03250529698033,286.94207461908906,289.2643168399026,2832600
2021-07-22,288.4342041015625,289.5909055616495,287.25982579858737,289.56441724372405,2208100
2021-07-23,293.8910217285156,294.4296534705685,289.56442568072765,290.91538382709916,2786400
2021-07-26,292.4252624511719,292.76079910811586,288.62845984623095,291.4451677445892,2752000
2021-07-27,288.9639892578125,293.043351781728,287.90440267786295,292.96388683019273,2910300
2021-07-28,287.4276428222656,290.79179450076424,286.71243117070526,288.2223463874762,2376200
2021-07-29,289.1141662597656,290.11193807930476,287.35704449222465,288.2841628141179,2172400
2021-07-30,289.7851867675781,291.4804931512926,288.15166849998815,288.60199688929157,2381200
2021-08-02,288.92864990234375,291.3833326571753,288.22227684416106,291.3833326571753,2016400
2021-08-03,293.09637451171875,294.04116955034885,289.643919582325,289.9264796409376,2405900
2021-08-04,291.6570739746094,293.0786855543889,290.84474759736975,291.99261063119366,1783700
2021-08-05,294.1294860839844,296.68131148910686,292.3458759953839,293.11406436549197,2284000
2021-08-06,291.2421875,296.4252769904349,290.6064406747259,295.5246468823038,2656600
2021-08-09,290.28857421875,292.32825629021306,289.01708059674485,290.7035759835214,1995300
2021-08-10,292.6902160644531,294.2442425194632,288.8668976271872,290.20904445438185,1868100
2021-08-11,297.5642395019531,298.9328476291106,294.3855063316415,294.73869291802964,3258600
2021-08-12,294.9329528808594,298.5973412265431,293.396576392364,297.8732912011841,2554200
2021-08-13,292.54901123046875,296.50474534700857,292.2488011910112,294.7917615746078,2217000
2021-08-16,295.8424987792969,296.354642374121,289.59101095606144,292.0103680284433,3496300
2021-08-17,283.2157897949219,285.7234493610961,279.56024024411977,283.43653475968796,9322800
2021-08-18,283.9222106933594,289.4938123861548,281.67062245232074,281.9708324213651,4880600
2021-08-19,285.1142578125,287.1362897078583,280.61105408834874,281.48522267691357,2974700
2021-08-20,290.7123107910156,291.1008241256316,284.7345462163256,284.8846646645948,2929900
2021-08-23,289.38775634765625,291.85127723941054,289.0698965920244,291.38329907935133,2792700
2021-08-24,286.8801574707031,290.35910035177227,286.5358093298175,290.28847381782896,2359500
