Price,Close,High,Low,Open,Volume
Ticker,DG,DG,DG,DG,DG
Date,,,,,
2024-04-08,150.41629028320312,153.0841293078222,149.6773520280884,151.4719017187691,2637700
2024-04-09,147.20144653320312,150.28194482867696,145.37810830333393,150.02283393725938,2645800
2024-04-10,148.39141845703125,148.6505146960629,144.437630935572,145.41648287919975,1884700
2024-04-11,148.1418914794922,149.94604700284438,146.46249575306032,149.01518077159724,1791900
2024-04-12,141.81777954101562,147.61410250302112,141.51069763165822,147.42215983610694,2479200
2024-04-15,138.85247802734375,144.3320996299049,138.66054996463893,143.36285339518344,2066200
2024-04-16,139.14036560058594,139.7161497396947,137.24984432534427,138.98681730622175,2140600
2024-04-17,138.66050720214844,140.53183086196168,137.86399207655242,140.33029694021192,1864600
2024-04-18,139.80252075195312,140.33033388294453,137.5377492138298,138.91004871123556,1463900
2024-04-19,138.97718811035156,140.83890575967231,138.63171186387783,139.87925114648607,1518400
2024-04-22,137.08668518066406,138.94840307212323,136.78917991162172,138.80446071869082,2174600
2024-04-23,136.9715118408203,138.52616241909755,136.47250193767974,137.4129594477802,1431000
2024-04-24,137.38417053222656,137.70085834078913,134.95624530974877,135.58960628370528,1322900
2024-04-25,136.89474487304688,137.66247160528576,135.68558515391004,136.51088882851218,1387900
2024-04-26,136.3381805419922,138.62214927796663,135.9063241165307,136.60688274622447,1378600
2024-04-29,135.4552459716797,135.78153967662485,133.35361461975918,135.51283755008248,2381700
2024-04-30,133.5743408203125,135.46486176186792,133.4591869414502,134.77390920235686,1753200
2024-05-01,132.029296875,134.3516595180605,129.956439185218,133.19047087494585,2612500
2024-05-02,131.61663818359375,132.97936076362552,130.63780091827812,132.57629289770867,1638900
2024-05-03,131.9429473876953,133.08492433114594,130.48426795109907,131.23279754443266,2268800
2024-05-06,130.64739990234375,133.11371969185808,129.24629749407373,132.51872377664603,2481300
2024-05-07,134.2556915283203,135.39768300552936,131.76059800398215,132.21163690074823,2594400
2024-05-08,131.9717254638672,134.32287667529482,131.5302778353917,132.88339454872653,1700400
2024-05-09,135.1769561767578,135.20574464514343,130.9928612677534,131.70301098865752,1920700
2024-05-10,135.26333618164062,135.61841840200273,134.19811880689358,135.25374490553287,1339200
2024-05-13,132.36517333984375,137.86400562954998,132.02930296146647,136.117426946578,1760100
2024-05-14,134.64915466308594,134.79311166045426,132.7202539009725,134.14053882069032,1905600
2024-05-15,135.36891174316406,137.11549061107976,134.5915936521446,134.89869023501063,2012500
2024-05-16,140.67579650878906,141.90415350658046,138.9868092976185,139.4186510378596,3270100
2024-05-17,136.39572143554688,139.50499316058531,135.50323498779724,139.50499316058531,2744000
2024-05-20,132.2692108154297,135.74315618976848,132.14445101695824,135.67598797432382,1846000
2024-05-21,136.8467559814453,141.82735120674198,136.50127972920598,138.94838731913654,3179100
2024-05-22,135.83914184570312,136.33816644905383,133.91983221776857,136.31896925268677,2268600
2024-05-23,133.5071563720703,137.13464994471403,133.2384542291462,135.0426097400667,2102800
2024-05-24,139.37066650390625,139.4282434506515,134.22691604255175,134.35167585594687,2229900
2024-05-28,136.53009033203125,140.05202163502682,135.3401131273516,138.70849615042013,3491300
2024-05-29,133.66070556640625,138.0271373840209,133.26724362468704,135.81992864337482,3797200
2024-05-30,122.77823638916016,139.6297721879772,121.13722757399475,138.0847273876618,9919700
2024-05-31,131.38633728027344,131.47270269469027,122.14485721526304,122.83580981693689,4872900
2024-06-03,133.92942810058594,134.3036929051784,128.23868188676056,129.72613518503135,3879600
2024-06-04,129.08316040039062,135.54164767362022,128.48817911700868,133.39201567466006,2795800
2024-06-05,128.9967803955078,130.10039206398278,125.77234008330413,128.2866306603979,2665800
2024-06-06,124.3040771484375,126.85676226807033,123.15249439048237,126.16580968466342,3336000
2024-06-07,121.50188446044922,124.95664730333405,120.90689589937807,123.76667018119174,2252300
2024-06-10,122.53831481933594,122.9893537138995,120.91649598269277,121.42511181815057,1892600
2024-06-11,121.65543365478516,123.12371162333343,121.30036607078628,122.15445824217782,1790300
2024-06-12,119.8896713256836,122.60549609593434,118.61332871783765,121.96252183232235,2619200
2024-06-13,119.11235046386719,120.01442095214422,117.27940637303485,120.01442095214422,1856900
2024-06-14,120.71497344970703,120.78214899021656,117.90318470280619,118.63252437232723,1708900
2024-06-17,121.77059936523438,121.85697210614605,118.61333413296252,120.03362648620738,1982800
2024-06-18,121.48269653320312,122.70146221841125,119.91846185893716,121.69382175877209,2495000
2024-06-20,122.35597229003906,122.64387162406108,119.78409744237331,121.24276934151045,2802200
2024-06-21,123.57474517822266,124.64955380302052,122.35597955628054,122.97974928106447,3293000
2024-06-24,125.22535705566406,126.16581463653628,123.3156387789087,123.98739419381744,2449700
2024-06-25,123.3348388671875,124.63036405993142,122.76863872855502,124.49601297379864,1511600
2024-06-26,123.79544830322266,124.54397774941663,121.58823970716732,123.68029443247518,2570700
