Price,Close,High,Low,Open,Volume
Ticker,PSMT,PSMT,PSMT,PSMT,PSMT
Date,,,,,
2021-05-10,80.31056213378906,82.85656199388087,80.31056213378906,82.85656199388087,132600
2021-05-11,79.03755187988281,80.60789821745193,78.2756100707908,79.13047731865298,86900
2021-05-12,78.9725112915039,81.39771787878031,78.44286888101918,78.8238433444777,120700
2021-05-13,81.30480194091797,81.44418301923135,78.93534487723905,78.93534487723905,99700
2021-05-14,83.33045959472656,83.6092217724443,81.58357027011645,81.96453768449959,69000
2021-05-17,82.4012451171875,83.79504154536103,81.73222169738978,82.80080037683253,67800
2021-05-18,82.27117156982422,84.92867776443701,82.27117156982422,82.3640899291654,65500
2021-05-19,80.8402099609375,82.69860559222342,79.50216283786229,81.24905926836976,101600
2021-05-20,80.90524291992188,81.16541713992525,79.79020852298859,80.70081829300042,98700
2021-05-21,80.8216323852539,81.7043675100488,80.63578856109596,81.64861790740993,67900
2021-05-24,80.31985473632812,81.27692727213467,80.28268597610447,81.22117767640727,84900
2021-05-25,80.5428695678711,81.23047398887078,80.3756136720369,80.6915375368254,137000
2021-05-26,82.03887939453125,82.35480326212162,80.32915165648319,80.55216424571795,75900
2021-05-27,81.76940155029297,83.68354663621656,81.44418375742482,82.74506201811363,105000
2021-05-28,82.04815673828125,82.3269117845342,81.36054536124965,82.04815673828125,57900
2021-06-01,83.7950668334961,84.52913402457081,79.21412090686749,82.4477327153419,112900
2021-06-02,84.39904022216797,84.51053942416964,83.14462457513166,84.1574468024697,72800
2021-06-03,83.42338562011719,84.26895910476927,82.70790636244162,84.20391553588966,52900
2021-06-04,84.16674041748047,84.46408343694935,83.54417957815761,83.69284754328366,62300
2021-06-07,84.4640884399414,84.60346953933947,83.15391603050375,84.06453306924948,55900
2021-06-08,85.65345764160156,86.35035602539983,84.57558473850277,84.57558473850277,96700
2021-06-09,84.83576202392578,85.72779106172702,84.80788013496797,85.72779106172702,76500
2021-06-10,85.56053161621094,85.70919957172079,84.4640779736125,85.2631886159749,49700
2021-06-11,87.14017486572266,87.30743076541417,85.69992242486184,86.10876466582779,73800
2021-06-14,87.05653381347656,88.7105045668098,86.78706563276715,87.46537597626345,75700
2021-06-15,85.66275024414062,87.34459604843883,85.49549435111749,87.07512782694508,72900
2021-06-16,84.68708038330078,85.59769727621648,84.08310044211123,85.59769727621648,59600
2021-06-17,83.74859619140625,84.69638192901871,82.8565671431465,84.69638192901871,51900
2021-06-18,81.99240112304688,82.76363689721093,81.82514525743558,82.60567499336018,133000
2021-06-21,82.46631622314453,83.25613304518465,82.06676082998764,82.39197868739032,86200
2021-06-22,82.85655975341797,83.12602794540348,81.71365051726211,82.18753625458719,88000
2021-06-23,82.21541595458984,84.36186038189997,81.99240340143398,84.36186038189997,92900
2021-06-24,83.44196319580078,83.46983799483132,82.02957860504478,82.48488353071512,76800
2021-06-25,83.11673736572266,84.94725809973764,81.97382808305404,83.6649677342709,242500
2021-06-28,83.59063720703125,84.03665529146805,82.54993306949001,83.31188210732307,90900
2021-06-29,83.34903717041016,83.77647438331081,82.81939472484308,83.44196261882462,48500
2021-06-30,84.56629943847656,85.05877317125328,83.20967141013521,83.20967141013521,75500
2021-07-01,84.98442840576172,85.43044646097918,84.37116155520624,84.84504732043023,50100
2021-07-02,84.39904022216797,85.17956299304682,83.98089694701133,85.17956299304682,36200
2021-07-06,82.36408233642578,84.6870765518918,81.43488465023938,84.35256481772744,73600
2021-07-07,81.49994659423828,82.60569435884852,80.88667966937075,82.36410092094685,100400
2021-07-08,82.55921936035156,82.55921936035156,80.84020492631345,80.84020492631345,156000
2021-07-09,85.39326477050781,85.58839542474276,80.73798259622554,85.12379660345513,114800
2021-07-12,84.2503662109375,85.30036430423964,83.63709932468056,85.30036430423964,71800
2021-07-13,84.40834045410156,85.09595205827381,83.49773041063574,83.96232939707853,68400
2021-07-14,82.74507141113281,84.41762328826856,82.42914045561417,84.16674298792415,46500
2021-07-15,81.82515716552734,82.37338756173273,80.99817167887944,82.18754374555434,56700
2021-07-16,81.95524597167969,83.00524405925835,81.74153444021601,82.55922598050705,66000
2021-07-19,79.8924331665039,81.61144774758364,79.39066548367978,81.035342536367,129900
2021-07-20,80.95171356201172,81.64861190059551,80.00392785157652,80.00392785157652,140200
2021-07-21,81.6021499633789,82.029580097797,81.1933006655805,81.564981200923,62900
2021-07-22,79.73444366455078,81.88089493790856,79.51143822587474,81.15611485608504,64900
