Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2021-05-10,301.8784484863281,305.92273419327523,300.48021941183214,301.28553864719413,4840600
2021-05-11,292.62164306640625,299.11726323427445,290.4534745863537,298.71901938874424,5500900
2021-05-12,280.5330810546875,290.9756265814043,279.8870487796137,288.95791338784886,5822000
2021-05-13,287.98443603515625,289.7543605889767,282.02863018906464,282.3029663343544,5159800
2021-05-14,286.400390625,289.6659040961895,284.83398986636996,288.754393889215,3998000
2021-05-17,283.1968078613281,285.6923811418905,279.03747404887844,284.0729119381794,4388000
2021-05-18,280.3118896484375,287.2234450511182,278.56851233262057,283.1880179558011,7010300
2021-05-19,278.2763977050781,278.5418755843662,273.51529635253917,276.1082293322391,5242100
2021-05-20,279.5596008300781,282.9313052214149,278.66580722170227,278.66580722170227,3854700
2021-05-21,279.444580078125,282.55080688609036,278.27645018206766,280.53309360228724,3920600
2021-05-24,278.6215515136719,282.0728993823402,278.40031091943786,280.3914762675437,2930600
2021-05-25,280.3118896484375,280.62163194445947,278.0994832581578,279.23223424970445,3523300
2021-05-26,280.82513427734375,284.4092485558915,280.249914061847,281.24992599383506,2881600
2021-05-27,282.09942626953125,283.55077742347567,280.79853059155676,280.79853059155676,3734800
2021-05-28,282.22332763671875,284.524234996111,282.17023205977864,283.51536502043746,3194000
2021-06-01,279.92242431640625,284.30299852551366,278.9135813330817,283.77201574154515,3549800
2021-06-02,278.6502380371094,281.98624785733307,277.92075737410966,280.65184392924357,3380100
2021-06-03,277.0490417480469,278.3834461804893,275.5011412939425,276.66651899306004,2652500
2021-06-04,276.6754455566406,278.84607911002405,275.1987012769762,277.6539871655426,2638700
2021-06-07,275.74139404296875,277.8497492355873,273.8910313741135,276.7733369894872,3974800
2021-06-08,276.57757568359375,277.81413692250305,274.86955307481315,276.9067244598416,2913500
2021-06-09,273.41058349609375,278.42795746085585,273.01915600316073,277.06686595314346,3603700
2021-06-10,274.2735290527344,275.46559394657925,272.3431055326876,273.68638775005877,3286300
2021-06-11,276.4619140625,276.88002855772424,274.3090900093676,275.127509564788,2785100
2021-06-14,275.1719665527344,275.83026398969696,272.4141922231361,274.8250084017783,3393500
2021-06-15,272.61883544921875,274.84284282880606,269.98559116484756,274.664911379028,5270600
2021-06-16,269.3539733886719,273.41946528429384,267.9217257062316,272.8323240941328,4492500
2021-06-17,269.65643310546875,271.5156999527818,266.90756333703786,269.5941543853441,4481100
2021-06-18,269.2027587890625,270.28807556721756,265.45753764948665,266.2137056516367,8792700
2021-06-21,273.6418151855469,274.6381659358229,271.2131898703578,271.55124326388466,3774200
2021-06-22,278.1876525878906,280.1447893864014,274.26450142486664,275.0028868686993,4418400
2021-06-23,277.26251220703125,279.03281306331877,276.3373177081749,277.573851463256,2564500
2021-06-24,277.4137878417969,280.0825967607902,277.26257053956306,278.5524785612929,2649200
2021-06-25,279.0061950683594,280.6341566237112,277.15580561301596,277.76963385893447,11733500
2021-06-28,279.5843811035156,280.46507923273583,276.9956335661607,279.0328316832555,2635400
2021-06-29,283.1072082519531,284.93978798962155,280.7230790794461,280.9276975127193,3150100
