Price,Close,High,Low,Open,Volume
Ticker,KR,KR,KR,KR,KR
Date,,,,,
2021-05-10,34.94440841674805,35.13324767716229,34.01819386586834,34.0451699229782,9773100
2021-05-11,34.54874038696289,35.304100839328186,34.37788631249929,34.890451966212616,14766600
2021-05-12,32.93911361694336,34.53076648290707,32.90314324667537,34.49479611263908,9749200
2021-05-13,33.264434814453125,33.616869174427094,32.90296173140849,32.939109729165516,6646200
2021-05-14,33.61687088012695,33.86086470647276,33.26443650227067,33.36383833025187,6692600
2021-05-17,33.788570404052734,34.46632991773851,33.680129847096694,33.76146112662951,5950200
2021-05-18,33.61687088012695,34.18618980826717,33.3276937779237,33.906047982330215,8218300
2021-05-19,32.893924713134766,33.49938813080953,32.722223456515714,33.363834870032655,7416500
2021-05-20,32.85778045654297,32.984295009125475,32.451124075197036,32.803558456609174,4508600
2021-05-21,33.06562042236328,33.318649482662444,32.7583693717447,32.78547864327321,8621500
2021-05-24,33.07465744018555,33.58975430994775,32.94814290336853,33.092731437911205,5077100
2021-05-25,32.94813919067383,33.16502369167995,32.83066338958845,33.07465371323482,4040500
2021-05-26,32.8848876953125,33.06562423663026,32.71318987705516,32.722225152852786,4949700
2021-05-27,32.79451370239258,33.51745625625899,32.686069733866105,33.11079999243975,16336400
2021-05-28,33.418052673339844,33.653011169588794,32.93910385390787,32.993322393609795,11356600
2021-06-01,33.68915557861328,33.83374409600922,33.51745779147503,33.707229574195544,7065400
2021-06-02,34.29463195800781,34.30366723469518,33.44517116434328,33.689165002059916,7705700
2021-06-03,34.78261947631836,34.854912031280165,34.24944852533045,34.28559307917979,7938700
2021-06-04,34.89105224609375,35.03564077101406,34.38499068524149,34.773572992326514,7792100
2021-06-07,35.216392517089844,35.28868508717924,34.84588404631409,34.97239862941842,5715900
2021-06-08,35.14408493041992,35.74955181101216,35.09890165808025,35.24349019792482,6624700
2021-06-09,34.592838287353516,35.06275187978804,34.5295810198395,35.06275187978804,6905500
2021-06-10,35.0537223815918,35.42423077263249,34.55669943467327,34.77358054553152,6373600
2021-06-11,34.981422424316406,35.18926823507995,34.7464673395767,35.10793696588876,5034800
2021-06-14,34.70127868652344,35.12600551776486,34.37595366020257,35.12600551776486,5843400
2021-06-15,34.222328186035156,34.70128047604555,33.96929912907579,34.70128047604555,10660000
2021-06-16,33.93315505981445,34.321737412085085,33.81567579238635,34.10485632311617,11134300
2021-06-17,35.406158447265625,35.80377613415931,33.22829127547576,33.95123409131121,22228400
2021-06-18,35.017574310302734,35.42423070142338,34.50247736397094,35.288677421962134,16210800
2021-06-21,35.76762390136719,35.93028298366036,34.81875799653809,35.23445304277073,10839400
2021-06-22,35.99354553222656,36.21946534064698,35.469409922005106,35.61399846150366,9580600
2021-06-23,35.41518020629883,35.99353768547119,35.40614493272733,35.975463691066246,5770500
2021-06-24,35.37904739379883,35.65015050522662,35.15312755973182,35.38808267036575,5050900
2021-06-25,35.433265686035156,35.632076241670006,35.28867713119065,35.379047132507885,5930000
2021-06-28,35.56881332397461,35.62303186890405,35.18926627315589,35.30674553260722,5939600
2021-06-29,35.107940673828125,35.89414417479906,35.044683396361,35.55978033988647,5575700
2021-06-30,34.61994934082031,35.28866997871299,34.49343136461946,35.1621554497745,9055800
2021-07-01,34.45729446411133,34.81876413453003,34.29463190588081,34.529587019289814,5589700
2021-07-02,34.67417526245117,35.06275765389301,34.574769983627014,34.574769983627014,6047900
2021-07-06,33.806644439697266,34.47536867735418,33.761461161524146,34.47536867735418,9161500
2021-07-07,34.014488220214844,34.32173931938071,33.67108912179113,33.806642395376606,4777900
2021-07-08,34.23136520385742,34.493429522407034,33.833744194415466,33.84278291586398,5706100
2021-07-09,34.58380889892578,34.74647145658156,34.2042617819746,34.38499834017692,5033400
2021-07-12,34.61994934082031,34.827795130828164,34.43921282208146,34.54765335441983,4392200
2021-07-13,34.40306091308594,34.88200970305639,34.2042504203758,34.610906679436546,4576600
2021-07-14,34.62898635864258,34.882015429256526,34.26751330296905,34.37595728802863,7317800
2021-07-15,35.098907470703125,35.26157003587415,34.69225105777556,34.69225105777556,11655100
2021-07-16,35.56881332397461,35.83991639040939,35.06275173863716,35.15312172562377,8131500
2021-07-19,37.114097595214844,37.22253811389968,35.46940203157013,35.532659288074775,13948100
